"Year Month","State","Countym","Industry","Suspicious Activity","Product","Instrument","Count"
"2016 May","California","Riverside County, CA","Depository Institution","Suspicious Use of Noncash Monetary Instruments","Credit Card","U.S. Currency","1"
"2016 May","California","Riverside County, CA","Depository Institution","Suspicious Use of Third-Party Transactors (Straw-Man)","Credit Card","U.S. Currency","1"
"2016 May","California","Riverside County, CA","Depository Institution","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","2"
"2016 May","California","Riverside County, CA","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","4"
"2016 May","California","Riverside County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","3"
"2016 May","California","Riverside County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","5"
"2016 May","California","Riverside County, CA","Depository Institution","Wire","Credit Card","U.S. Currency","2"
"2016 May","California","Riverside County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","84"
"2016 May","California","Riverside County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","8"
"2016 May","California","Riverside County, CA","Money Services Business (MSB)","Elder Financial Exploitation","Credit Card","U.S. Currency","1"
"2016 May","California","Riverside County, CA","Money Services Business (MSB)","Multiple Individuals with Same or Similar Identities","Credit Card","U.S. Currency","2"
"2016 May","California","Riverside County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2016 May","California","Riverside County, CA","Money Services Business (MSB)","Other Money Laundering","Credit Card","U.S. Currency","1"
"2016 May","California","Riverside County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","10"
"2016 May","California","Riverside County, CA","Money Services Business (MSB)","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","1"
"2016 May","California","Riverside County, CA","Money Services Business (MSB)","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","2"
"2016 May","California","Riverside County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","14"
"2016 May","California","Riverside County, CA","Money Services Business (MSB)","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","2"
"2016 May","California","Riverside County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","4"
"2016 May","California","Riverside County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","11"
"2016 May","California","Riverside County, CA","Money Services Business (MSB)","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","1"
"2016 May","California","Riverside County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","36"
"2016 May","California","Riverside County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","1"
"2016 May","California","Riverside County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","95"
"2016 May","California","Riverside County, CA","[Total]","[Total]","Credit Card","U.S. Currency","179"
"2016 May","California","Sacramento County, CA","Depository Institution","Account Takeover","Credit Card","U.S. Currency","2"
"2016 May","California","Sacramento County, CA","Depository Institution","Check","Credit Card","U.S. Currency","4"
"2016 May","California","Sacramento County, CA","Depository Institution","Consumer Loan (see instructions)","Credit Card","U.S. Currency","1"
"2016 May","California","Sacramento County, CA","Depository Institution","Counterfeit Instrument","Credit Card","U.S. Currency","1"
"2016 May","California","Sacramento County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","4"
"2016 May","California","Sacramento County, CA","Depository Institution","Elder Financial Exploitation","Credit Card","U.S. Currency","3"
"2016 May","California","Sacramento County, CA","Depository Institution","Embezzlement/Theft/Disappearance of Funds","Credit Card","U.S. Currency","1"
"2016 May","California","Sacramento County, CA","Depository Institution","Forgeries","Credit Card","U.S. Currency","1"
"2016 May","California","Sacramento County, CA","Depository Institution","Identity Theft","Credit Card","U.S. Currency","2"
"2016 May","California","Sacramento County, CA","Depository Institution","Other Money Laundering","Credit Card","U.S. Currency","1"
"2016 May","California","Sacramento County, CA","Depository Institution","Other Mortgage Fraud","Credit Card","U.S. Currency","1"
"2016 May","California","Sacramento County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","4"
"2016 May","California","Sacramento County, CA","Depository Institution","Provided Questionable or False Documentation","Credit Card","U.S. Currency","1"
"2016 May","California","Sacramento County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","3"
"2016 May","California","Sacramento County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","3"
"2016 May","California","Sacramento County, CA","Depository Institution","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","2"
"2016 May","California","Sacramento County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","3"
"2016 May","California","Sacramento County, CA","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","1"
"2016 May","California","Sacramento County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","1"
"2016 May","California","Sacramento County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","3"
"2016 May","California","Sacramento County, CA","Depository Institution","Wire","Credit Card","U.S. Currency","1"
"2016 May","California","Sacramento County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","43"
"2016 May","California","Sacramento County, CA","Money Services Business (MSB)","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","Credit Card","U.S. Currency","1"
"2016 May","California","Sacramento County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","4"
"2016 May","California","Sacramento County, CA","Money Services Business (MSB)","Known or Suspected Terrorist/Terrorist Organization","Credit Card","U.S. Currency","1"
"2016 May","California","Sacramento County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2016 May","California","Sacramento County, CA","Money Services Business (MSB)","Other Money Laundering","Credit Card","U.S. Currency","1"
"2016 May","California","Sacramento County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","8"
"2016 May","California","Sacramento County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","16"
"2016 May","California","Sacramento County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","2"
"2016 May","California","Sacramento County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","14"
"2016 May","California","Sacramento County, CA","Money Services Business (MSB)","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","2"
"2016 May","California","Sacramento County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","33"
"2016 May","California","Sacramento County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","1"
"2016 May","California","Sacramento County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","84"
"2016 May","California","Sacramento County, CA","Securities/Futures","Check","Credit Card","U.S. Currency","1"
"2016 May","California","Sacramento County, CA","Securities/Futures","Elder Financial Exploitation","Credit Card","U.S. Currency","1"
"2016 May","California","Sacramento County, CA","Securities/Futures","[Total]","Credit Card","U.S. Currency","2"
"2016 May","California","Sacramento County, CA","[Total]","[Total]","Credit Card","U.S. Currency","129"
"2016 May","California","San Bernardino County, CA","Depository Institution","Account Takeover","Credit Card","U.S. Currency","1"
"2016 May","California","San Bernardino County, CA","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","Credit Card","U.S. Currency","1"
"2016 May","California","San Bernardino County, CA","Depository Institution","Check","Credit Card","U.S. Currency","4"
"2016 May","California","San Bernardino County, CA","Depository Institution","Counterfeit Instrument","Credit Card","U.S. Currency","3"
"2016 May","California","San Bernardino County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","5"
"2016 May","California","San Bernardino County, CA","Depository Institution","Identity Theft","Credit Card","U.S. Currency","2"
"2016 May","California","San Bernardino County, CA","Depository Institution","Mail","Credit Card","U.S. Currency","1"
"2016 May","California","San Bernardino County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","1"
"2016 May","California","San Bernardino County, CA","Depository Institution","Provided Questionable or False Documentation","Credit Card","U.S. Currency","1"
"2016 May","California","San Bernardino County, CA","Depository Institution","Single Individual with Multiple Identities","Credit Card","U.S. Currency","1"
"2016 May","California","San Bernardino County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","2"
"2016 May","California","San Bernardino County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","1"
"2016 May","California","San Bernardino County, CA","Depository Institution","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","1"
"2016 May","California","San Bernardino County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","4"
"2016 May","California","San Bernardino County, CA","Depository Institution","Suspicious Use of Noncash Monetary Instruments","Credit Card","U.S. Currency","1"
"2016 May","California","San Bernardino County, CA","Depository Institution","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","1"
"2016 May","California","San Bernardino County, CA","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","1"
"2016 May","California","San Bernardino County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","1"
"2016 May","California","San Bernardino County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","3"
"2016 May","California","San Bernardino County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","35"
"2016 May","California","San Bernardino County, CA","Money Services Business (MSB)","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","Credit Card","U.S. Currency","1"
"2016 May","California","San Bernardino County, CA","Money Services Business (MSB)","Alters or Cancels Transaction to Avoid CTR Requirement","Credit Card","U.S. Currency","1"
"2016 May","California","San Bernardino County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","6"
"2016 May","California","San Bernardino County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","8"
"2016 May","California","San Bernardino County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","18"
"2016 May","California","San Bernardino County, CA","Money Services Business (MSB)","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","1"
"2016 May","California","San Bernardino County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","1"
"2016 May","California","San Bernardino County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","11"
"2016 May","California","San Bernardino County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","24"
"2016 May","California","San Bernardino County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","71"
"2016 May","California","San Bernardino County, CA","[Total]","[Total]","Credit Card","U.S. Currency","106"
"2016 May","California","San Diego County, CA","Depository Institution","Account Takeover","Credit Card","U.S. Currency","1"
"2016 May","California","San Diego County, CA","Depository Institution","ACH","Credit Card","U.S. Currency","2"
"2016 May","California","San Diego County, CA","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","Credit Card","U.S. Currency","1"
"2016 May","California","San Diego County, CA","Depository Institution","Consumer Loan (see instructions)","Credit Card","U.S. Currency","1"
"2016 May","California","San Diego County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","4"
"2016 May","California","San Diego County, CA","Depository Institution","Identity Theft","Credit Card","U.S. Currency","1"
"2016 May","California","San Diego County, CA","Depository Institution","Mass-Marketing","Credit Card","U.S. Currency","1"
"2016 May","California","San Diego County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2016 May","California","San Diego County, CA","Depository Institution","Other Money Laundering","Credit Card","U.S. Currency","1"
"2016 May","California","San Diego County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","3"
"2016 May","California","San Diego County, CA","Depository Institution","Provided Questionable or False Documentation","Credit Card","U.S. Currency","1"
"2016 May","California","San Diego County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","10"
"2016 May","California","San Diego County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","1"
"2016 May","California","San Diego County, CA","Depository Institution","Suspicious Exchange of Currencies","Credit Card","U.S. Currency","1"
"2016 May","California","San Diego County, CA","Depository Institution","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","2"
"2016 May","California","San Diego County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","8"
"2016 May","California","San Diego County, CA","Depository Institution","Suspicious Use of Noncash Monetary Instruments","Credit Card","U.S. Currency","2"
"2016 May","California","San Diego County, CA","Depository Institution","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","2"
"2016 May","California","San Diego County, CA","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","3"
"2016 May","California","San Diego County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","7"
"2016 May","California","San Diego County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","53"
"2016 May","California","San Diego County, CA","Money Services Business (MSB)","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","Credit Card","U.S. Currency","2"
"2016 May","California","San Diego County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","5"
"2016 May","California","San Diego County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","2"
"2016 May","California","San Diego County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","9"
"2016 May","California","San Diego County, CA","Money Services Business (MSB)","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","2"
"2016 May","California","San Diego County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","23"
"2016 May","California","San Diego County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","6"
"2016 May","California","San Diego County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","17"
"2016 May","California","San Diego County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","52"
"2016 May","California","San Diego County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","2"
"2016 May","California","San Diego County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","120"
"2016 May","California","San Diego County, CA","[Total]","[Total]","Credit Card","U.S. Currency","173"
"2016 May","California","San Francisco County, CA","Depository Institution","ACH","Credit Card","U.S. Currency","1"
"2016 May","California","San Francisco County, CA","Depository Institution","Check","Credit Card","U.S. Currency","1"
"2016 May","California","San Francisco County, CA","Depository Institution","Counterfeit Instrument","Credit Card","U.S. Currency","1"
"2016 May","California","San Francisco County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","3"
"2016 May","California","San Francisco County, CA","Depository Institution","Exchanges Small Bills for Large Bills or Vice Versa","Credit Card","U.S. Currency","1"
"2016 May","California","San Francisco County, CA","Depository Institution","Forgeries","Credit Card","U.S. Currency","1"
"2016 May","California","San Francisco County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2016 May","California","San Francisco County, CA","Depository Institution","Other Money Laundering","Credit Card","U.S. Currency","2"
"2016 May","California","San Francisco County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","1"
"2016 May","California","San Francisco County, CA","Depository Institution","Provided Questionable or False Documentation","Credit Card","U.S. Currency","1"
"2016 May","California","San Francisco County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","10"
"2016 May","California","San Francisco County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","7"
"2016 May","California","San Francisco County, CA","Depository Institution","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","1"
"2016 May","California","San Francisco County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","4"
"2016 May","California","San Francisco County, CA","Depository Institution","Suspicious Use of Noncash Monetary Instruments","Credit Card","U.S. Currency","2"
"2016 May","California","San Francisco County, CA","Depository Institution","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","2"
"2016 May","California","San Francisco County, CA","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","2"
"2016 May","California","San Francisco County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","5"
"2016 May","California","San Francisco County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","2"
"2016 May","California","San Francisco County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","48"
"2016 May","California","San Francisco County, CA","Money Services Business (MSB)","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","Credit Card","U.S. Currency","2"
"2016 May","California","San Francisco County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","3"
"2016 May","California","San Francisco County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2016 May","California","San Francisco County, CA","Money Services Business (MSB)","Other Money Laundering","Credit Card","U.S. Currency","1"
"2016 May","California","San Francisco County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","7"
"2016 May","California","San Francisco County, CA","Money Services Business (MSB)","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","3"
"2016 May","California","San Francisco County, CA","Money Services Business (MSB)","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","1"
"2016 May","California","San Francisco County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","10"
"2016 May","California","San Francisco County, CA","Money Services Business (MSB)","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","2"
"2016 May","California","San Francisco County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","3"
"2016 May","California","San Francisco County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","13"
"2016 May","California","San Francisco County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","33"
"2016 May","California","San Francisco County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","79"
"2016 May","California","San Francisco County, CA","[Total]","[Total]","Credit Card","U.S. Currency","127"
"2016 May","California","San Joaquin County, CA","Depository Institution","Check","Credit Card","U.S. Currency","1"
"2016 May","California","San Joaquin County, CA","Depository Institution","Counterfeit Instrument","Credit Card","U.S. Currency","1"
"2016 May","California","San Joaquin County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","1"
"2016 May","California","San Joaquin County, CA","Depository Institution","Forgeries","Credit Card","U.S. Currency","1"
"2016 May","California","San Joaquin County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","1"
"2016 May","California","San Joaquin County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","5"
"2016 May","California","San Joaquin County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","2"
"2016 May","California","San Joaquin County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","5"
"2016 May","California","San Joaquin County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","6"
"2016 May","California","San Joaquin County, CA","Money Services Business (MSB)","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","1"
"2016 May","California","San Joaquin County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","1"
"2016 May","California","San Joaquin County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","7"
"2016 May","California","San Joaquin County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","16"
"2016 May","California","San Joaquin County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","38"
"2016 May","California","San Joaquin County, CA","[Total]","[Total]","Credit Card","U.S. Currency","43"
"2016 May","California","San Luis Obispo County, CA","Depository Institution","Check","Credit Card","U.S. Currency","1"
"2016 May","California","San Luis Obispo County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","1"
"2016 May","California","San Luis Obispo County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","1"
"2016 May","California","San Luis Obispo County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","3"
"2016 May","California","San Luis Obispo County, CA","Money Services Business (MSB)","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","Credit Card","U.S. Currency","1"
"2016 May","California","San Luis Obispo County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","1"
"2016 May","California","San Luis Obispo County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","2"
"2016 May","California","San Luis Obispo County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","2"
"2016 May","California","San Luis Obispo County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","8"
"2016 May","California","San Luis Obispo County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","14"
"2016 May","California","San Luis Obispo County, CA","[Total]","[Total]","Credit Card","U.S. Currency","17"
"2016 May","California","San Mateo County, CA","Depository Institution","ACH","Credit Card","U.S. Currency","1"
"2016 May","California","San Mateo County, CA","Depository Institution","Check","Credit Card","U.S. Currency","4"
"2016 May","California","San Mateo County, CA","Depository Institution","Counterfeit Instrument","Credit Card","U.S. Currency","2"
"2016 May","California","San Mateo County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","3"
"2016 May","California","San Mateo County, CA","Depository Institution","Elder Financial Exploitation","Credit Card","U.S. Currency","1"
"2016 May","California","San Mateo County, CA","Depository Institution","Forgeries","Credit Card","U.S. Currency","1"
"2016 May","California","San Mateo County, CA","Depository Institution","Mass-Marketing","Credit Card","U.S. Currency","1"
"2016 May","California","San Mateo County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2016 May","California","San Mateo County, CA","Depository Institution","Other Money Laundering","Credit Card","U.S. Currency","1"
"2016 May","California","San Mateo County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","3"
"2016 May","California","San Mateo County, CA","Depository Institution","Provided Questionable or False Documentation","Credit Card","U.S. Currency","1"
"2016 May","California","San Mateo County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","4"
"2016 May","California","San Mateo County, CA","Depository Institution","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","1"
"2016 May","California","San Mateo County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","6"
"2016 May","California","San Mateo County, CA","Depository Institution","Suspicious Use of Noncash Monetary Instruments","Credit Card","U.S. Currency","1"
"2016 May","California","San Mateo County, CA","Depository Institution","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","2"
"2016 May","California","San Mateo County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","2"
"2016 May","California","San Mateo County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","1"
"2016 May","California","San Mateo County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","36"
"2016 May","California","San Mateo County, CA","Money Services Business (MSB)","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","Credit Card","U.S. Currency","1"
"2016 May","California","San Mateo County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","2"
"2016 May","California","San Mateo County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","3"
"2016 May","California","San Mateo County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","8"
"2016 May","California","San Mateo County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","1"
"2016 May","California","San Mateo County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","12"
"2016 May","California","San Mateo County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","23"
"2016 May","California","San Mateo County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","50"
"2016 May","California","San Mateo County, CA","[Total]","[Total]","Credit Card","U.S. Currency","86"
"2016 May","California","Santa Barbara County, CA","Depository Institution","ACH","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Barbara County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Barbara County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","2"
"2016 May","California","Santa Barbara County, CA","Money Services Business (MSB)","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Barbara County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","2"
"2016 May","California","Santa Barbara County, CA","Money Services Business (MSB)","Elder Financial Exploitation","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Barbara County, CA","Money Services Business (MSB)","Multiple Individuals with Same or Similar Identities","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Barbara County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Barbara County, CA","Money Services Business (MSB)","Other Money Laundering","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Barbara County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","3"
"2016 May","California","Santa Barbara County, CA","Money Services Business (MSB)","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Barbara County, CA","Money Services Business (MSB)","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Barbara County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","4"
"2016 May","California","Santa Barbara County, CA","Money Services Business (MSB)","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Barbara County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","4"
"2016 May","California","Santa Barbara County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","5"
"2016 May","California","Santa Barbara County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","11"
"2016 May","California","Santa Barbara County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","37"
"2016 May","California","Santa Barbara County, CA","[Total]","[Total]","Credit Card","U.S. Currency","39"
"2016 May","California","Santa Clara County, CA","Depository Institution","Account Takeover","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Clara County, CA","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Clara County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Clara County, CA","Depository Institution","Elder Financial Exploitation","Credit Card","U.S. Currency","1"
